Item Description,MonthDate,Value,YoY_Growth,MoM_Growth
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-09-2017,91.1,-6.76,-3.9
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-10-2017,77.6,-6.39,-14.82
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-11-2017,89.2,6.32,14.95
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-12-2017,99.9,2.15,12
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-01-2018,89.3,1.71,-10.61
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-02-2018,94.1,2.17,5.38
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-03-2018,105.2,-2.95,11.8
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-04-2018,89.8,4.3,-14.64
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-05-2018,96.3,3.33,7.24
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-06-2018,112.4,18.82,16.72
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-07-2018,103.7,10.91,-7.74
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-08-2018,109.9,15.93,5.98
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-09-2018,108.9,19.54,-0.91
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-10-2018,108.6,39.95,-0.28
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-11-2018,94,5.38,-13.44
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-12-2018,110.8,10.91,17.87
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-01-2019,95.4,6.83,-13.9
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-02-2019,109,15.83,14.26
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-03-2019,121.9,15.87,11.83
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-04-2019,104.5,16.37,-14.27
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-05-2019,109.9,14.12,5.17
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-06-2019,131,16.55,19.2
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-07-2019,110.9,6.94,-15.34
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-08-2019,123.8,12.65,11.63
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-09-2019,130.8,20.11,5.65
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-10-2019,110.7,1.93,-15.37
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-11-2019,104.9,11.6,-5.24
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-12-2019,132.1,19.22,25.93
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-01-2020,104.2,9.22,-21.12
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-02-2020,117.9,8.17,13.15
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-03-2020,85.1,-30.19,-27.82
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-04-2020,4.7,-95.5,-94.48
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-05-2020,39.6,-63.97,742.55
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-06-2020,74,-43.51,86.87
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-07-2020,83,-25.16,12.16
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-08-2020,85.5,-30.94,3.01
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-09-2020,116.8,-10.7,36.61
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-10-2020,111.8,0.99,-4.28
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-11-2020,108.7,3.62,-2.77
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-12-2020,126.6,-4.16,16.47
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-01-2021,112,7.49,-11.53
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-02-2021,110.4,-6.36,-1.43
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-03-2021,124.3,46.06,12.59
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-04-2021,102,2070.21,-17.94
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-05-2021,73.4,85.35,-28.04
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-06-2021,97.9,32.3,33.38
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-07-2021,103.1,24.22,5.31
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-08-2021,110.2,28.89,6.89
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-09-2021,109.9,-5.91,-0.27
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-10-2021,110.5,-1.16,0.55
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-11-2021,104.3,-4.05,-5.61
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-12-2021,115.2,-9,10.45
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-01-2022,106,-5.36,-7.99
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-02-2022,112.5,1.9,6.13
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-03-2022,118.2,-4.91,5.07
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-04-2022,106.2,4.12,-10.15
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-05-2022,113.1,54.09,6.5
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-06-2022,112,14.4,-0.97
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-07-2022,111.2,7.86,-0.71
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-08-2022,101.5,-7.89,-8.72
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-09-2022,103.6,-5.73,2.07
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-10-2022,94.9,-14.12,-8.4
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-11-2022,103.9,-0.38,9.48
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-12-2022,111.4,-3.3,7.22
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-01-2023,93.2,-12.08,-16.34
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-02-2023,95.1,-15.47,2.04
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-03-2023,108.1,-8.54,13.67
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-04-2023,89.4,-15.82,-17.3
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-05-2023,98.7,-12.73,10.4
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-06-2023,98,-12.5,-0.71
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-07-2023,98.4,-11.51,0.41
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-08-2023,98.5,-2.96,0.1
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-09-2023,108.1,4.34,9.75
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-10-2023,93.7,-1.26,-13.32
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-11-2023,87.6,-15.69,-6.51
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-12-2023,97.7,-12.3,11.53
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-01-2024,96.4,3.43,-1.33
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-02-2024,101.7,6.94,5.5
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-03-2024,111.4,3.05,9.54
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-04-2024,84.3,-5.7,-24.33
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-05-2024,100.3,1.62,18.98
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-06-2024,103.8,5.92,3.49
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-07-2024,99.1,0.71,-4.53
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-08-2024,108.1,9.75,9.08
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-09-2024,106.7,-1.3,-1.3
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-10-2024,103.2,10.14,-3.28
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-11-2024,98.2,12.1,-4.84
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-12-2024,115,17.71,17.11
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-01-2025,104.4,8.3,-9.22
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-02-2025,106.8,5.01,2.3
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-03-2025,117.2,5.21,9.74
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-04-2025,105,24.56,-10.41
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-05-2025,102.4,2.09,-2.48
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-06-2025,104.4,0.58,1.95
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-07-2025,116.1,17.15,11.21
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-08-2025,114.3,5.74,-1.55
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-09-2025,121.7,14.06,6.47
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-10-2025,106.8,3.49,-12.24
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-11-2025,115.3,17.41,7.96
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-12-2025,119.8,4.17,3.9
Other manufacturing,01-04-2012,108.5,NULL,NULL
Other manufacturing,01-05-2012,116.5,NULL,7.37
Other manufacturing,01-06-2012,139.4,NULL,19.66
Other manufacturing,01-07-2012,116,NULL,-16.79
Other manufacturing,01-08-2012,121.1,NULL,4.4
Other manufacturing,01-09-2012,100.2,NULL,-17.26
Other manufacturing,01-10-2012,120,NULL,19.76
Other manufacturing,01-11-2012,86.1,NULL,-28.25
Other manufacturing,01-12-2012,108.3,NULL,25.78
Other manufacturing,01-01-2013,111.4,NULL,2.86
Other manufacturing,01-02-2013,103.2,NULL,-7.36
Other manufacturing,01-03-2013,127,NULL,23.06
Other manufacturing,01-04-2013,126.4,16.5,-0.47
Other manufacturing,01-05-2013,83,-28.76,-34.34
Other manufacturing,01-06-2013,105.3,-24.46,26.87
Other manufacturing,01-07-2013,106.9,-7.84,1.52
Other manufacturing,01-08-2013,104.5,-13.71,-2.25
Other manufacturing,01-09-2013,108.6,8.38,3.92
Other manufacturing,01-10-2013,98.5,-17.92,-9.3
Other manufacturing,01-11-2013,76.9,-10.69,-21.93
Other manufacturing,01-12-2013,99.3,-8.31,29.13
Other manufacturing,01-01-2014,120.5,8.17,21.35
Other manufacturing,01-02-2014,113,9.5,-6.22
Other manufacturing,01-03-2014,119.4,-5.98,5.66
Other manufacturing,01-04-2014,114.8,-9.18,-3.85
Other manufacturing,01-05-2014,116.4,40.24,1.39
Other manufacturing,01-06-2014,100.5,-4.56,-13.66
Other manufacturing,01-07-2014,114,6.64,13.43
Other manufacturing,01-08-2014,89.4,-14.45,-21.58
Other manufacturing,01-09-2014,101.9,-6.17,13.98
Other manufacturing,01-10-2014,75.6,-23.25,-25.81
Other manufacturing,01-11-2014,74.3,-3.38,-1.72
Other manufacturing,01-12-2014,121.7,22.56,63.8
Other manufacturing,01-01-2015,116.5,-3.32,-4.27
Other manufacturing,01-02-2015,108.7,-3.81,-6.7
Other manufacturing,01-03-2015,135.1,13.15,24.29
Other manufacturing,01-04-2015,99.1,-13.68,-26.65
Other manufacturing,01-05-2015,102.4,-12.03,3.33
Other manufacturing,01-06-2015,119.3,18.71,16.5
Other manufacturing,01-07-2015,114.1,0.09,-4.36
Other manufacturing,01-08-2015,136.1,52.24,19.28
Other manufacturing,01-09-2015,124.8,22.47,-8.3
Other manufacturing,01-10-2015,127.9,69.18,2.48
Other manufacturing,01-11-2015,108.8,46.43,-14.93
Other manufacturing,01-12-2015,115.2,-5.34,5.88
Other manufacturing,01-01-2016,128.9,10.64,11.89
Other manufacturing,01-02-2016,127,16.84,-1.47
Other manufacturing,01-03-2016,134.6,-0.37,5.98
Other manufacturing,01-04-2016,130.5,31.69,-3.05
Other manufacturing,01-05-2016,104.2,1.76,-20.15
Other manufacturing,01-06-2016,114.4,-4.11,9.79
Other manufacturing,01-07-2016,112.2,-1.67,-1.92
Other manufacturing,01-08-2016,112.4,-17.41,0.18
Other manufacturing,01-09-2016,145.7,16.75,29.63
Other manufacturing,01-10-2016,130.6,2.11,-10.36
Other manufacturing,01-11-2016,102.8,-5.51,-21.29
Other manufacturing,01-12-2016,121.7,5.64,18.39
Other manufacturing,01-01-2017,141.3,9.62,16.11
Other manufacturing,01-02-2017,129.5,1.97,-8.35
Other manufacturing,01-03-2017,161.5,19.99,24.71
Other manufacturing,01-04-2017,138.9,6.44,-13.99
Other manufacturing,01-05-2017,131.7,26.39,-5.18
Other manufacturing,01-06-2017,145.4,27.1,10.4
Other manufacturing,01-07-2017,89.9,-19.88,-38.17
Other manufacturing,01-08-2017,108,-3.91,20.13
Other manufacturing,01-09-2017,108.4,-25.6,0.37
Other manufacturing,01-10-2017,83.1,-36.37,-23.34
Other manufacturing,01-11-2017,81.7,-20.53,-1.68
Other manufacturing,01-12-2017,96.5,-20.71,18.12
Other manufacturing,01-01-2018,93.7,-33.69,-2.9
Other manufacturing,01-02-2018,87.6,-32.36,-6.51
Other manufacturing,01-03-2018,109.2,-32.38,24.66
Other manufacturing,01-04-2018,93.3,-32.83,-14.56
Other manufacturing,01-05-2018,89.5,-32.04,-4.07
Other manufacturing,01-06-2018,86.9,-40.23,-2.91
Other manufacturing,01-07-2018,90.9,1.11,4.6
Other manufacturing,01-08-2018,105.3,-2.5,15.84
Other manufacturing,01-09-2018,96.8,-10.7,-8.07
Other manufacturing,01-10-2018,102.1,22.86,5.48
Other manufacturing,01-11-2018,75.5,-7.59,-26.05
Other manufacturing,01-12-2018,80.1,-16.99,6.09
Other manufacturing,01-01-2019,88.7,-5.34,10.74
Other manufacturing,01-02-2019,89.7,2.4,1.13
Other manufacturing,01-03-2019,114.3,4.67,27.42
Other manufacturing,01-04-2019,92,-1.39,-19.51
Other manufacturing,01-05-2019,86.4,-3.46,-6.09
Other manufacturing,01-06-2019,81.6,-6.1,-5.56
Other manufacturing,01-07-2019,89.6,-1.43,9.8
Other manufacturing,01-08-2019,83.1,-21.08,-7.25
Other manufacturing,01-09-2019,89.4,-7.64,7.58
Other manufacturing,01-10-2019,75.3,-26.25,-15.77
Other manufacturing,01-11-2019,65.4,-13.38,-13.15
Other manufacturing,01-12-2019,79.2,-1.12,21.1
